consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,trial.started,trial.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training2.started,training2.stopped,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials2.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q12,language_background_q.block_1/Q3,language_background_q.block_1/Q5,language_background_q.block_1/Q6,language_background_q.block_1/question1,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q23,language_background_q.block_1/Q48,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q59,language_background_q.block_1/Q62,language_background_q.block_1/Q63,language_background_q.block_1/Q64,language_background_q.block_1/Q56,language_background_q.block_1/Q57,language_background_q.block_1/Q58,language_background_q.block_1/Q60
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,36,APPEASE,hard,,,,,,,,453.0119,454.1942,m,0.6513,,0,20,20,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,42,MOLLIFY,hard,,,,,,,,454.1952,455.6109,m,0.8827,,0,21,21,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,26,PUERILE,hard,,,,,,,,455.6118,456.977,m,0.8277,,0,22,22,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,82,FICKLE,hard,,,,,,,,456.9783,458.0276,m,0.5295,,0,23,23,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,23,DECLINE,easy,,,,,,,,458.0285,459.2111,m,0.6472,,0,24,24,22,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,74,AMPLIFY,hard,,,,,,,,459.212,460.8276,m,1.0804,,0,25,25,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,1,LEADER,easy,,,,,,,,460.8285,462.194,m,0.8393,,0,26,26,0,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,33,TORPID,hard,,,,,,,,462.1947,463.3776,m,0.6463,,0,27,27,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,64,EXAMINE,easy,,,,,,,,463.3787,465.0609,m,1.1477,,0,28,28,63,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,66,RURAL,easy,,,,,,,,465.0621,466.2444,m,0.6503,,0,29,29,65,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,25,PROFANE,hard,,,,,,,,466.2456,467.3766,m,0.5954,,0,30,30,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,91,OPULENT,hard,,,,,,,,467.3775,468.4943,m,0.5979,,0,31,31,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,12,BELIEF,easy,,,,,,,,468.4953,469.4766,m,0.4463,,0,32,32,11,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,90,NUANCE,hard,,,,,,,,469.4776,470.46,m,0.4477,,0,33,33,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,69,FICTION,easy,,,,,,,,470.4609,471.3597,m,0.3854,,0,34,34,68,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,8,SERVING,easy,,,,,,,,471.3604,472.5933,m,0.7184,,0,35,35,7,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,15,EMPTY,easy,,,,,,,,472.5941,474.1099,m,0.9993,,0,36,36,14,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,95,PENSIVE,hard,,,,,,,,474.1108,475.2776,m,0.6501,,0,37,37,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,89,NASCENT,hard,,,,,,,,475.2787,476.4944,m,0.6776,,0,38,38,88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,18,FLIGHT,easy,,,,,,,,476.4952,477.6444,m,0.6111,,0,39,39,17,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,96,PROBITY,hard,,,,,,,,477.6453,478.5774,m,0.4085,,0,40,40,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,67,CULTURE,easy,,,,,,,,478.5781,479.5607,m,0.4523,,0,41,41,66,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,21,SHOCK,easy,,,,,,,,479.5613,480.4778,m,0.3823,,0,42,42,20,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,65,SUPPER,easy,,,,,,,,480.4788,481.4107,m,0.3987,,0,43,43,64,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,11,ANGRY,easy,,,,,,,,481.4115,482.5776,m,0.63,,0,44,44,10,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,9,SOLDIER,easy,,,,,,,,482.5785,483.6433,m,0.5292,,0,45,45,8,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,77,COPIOUS,hard,,,,,,,,483.6442,484.91,m,0.7469,,0,46,46,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,79,DETER,hard,,,,,,,,484.911,485.8609,m,0.4279,,0,47,47,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,32,SQUALID,hard,,,,,,,,485.8619,486.8277,m,0.4322,,0,48,48,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,72,WAGON,easy,,,,,,,,486.8287,487.9943,m,0.6309,,0,49,49,71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,28,REFUTE,hard,,,,,,,,487.9955,489.9445,m,1.4118,,0,50,50,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,57,COATING,easy,,,,,,,,489.9456,491.0943,m,0.6065,,0,51,51,56,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,55,COOLING,easy,,,,,,,,491.0953,492.2271,m,0.6024,,0,52,52,54,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,27,RATIFY,hard,,,,,,,,492.2278,493.1944,m,0.4464,,0,53,53,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,60,LIBERTY,easy,,,,,,,,493.1953,494.2443,m,0.515,,0,54,54,59,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,94,PAUCITY,hard,,,,,,,,494.2453,495.3278,m,0.5458,,0,55,55,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,62,MASTER,easy,,,,,,,,495.3289,496.3778,m,0.5155,,0,56,56,61,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,92,ORNATE,hard,,,,,,,,496.3788,497.8278,m,0.9135,,0,57,57,91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,20,BURNING,easy,,,,,,,,497.829,498.9768,m,0.6134,,0,58,58,19,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,93,PATHOS,hard,,,,,,,,498.9778,500.1278,m,0.6288,,0,59,59,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,13,WEATHER,easy,,,,,,,,500.1289,501.361,m,0.6968,,0,60,60,12,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,76,CANDOR,hard,,,,,,,,501.362,502.3434,m,0.4465,,0,61,61,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,48,REBUKE,hard,,,,,,,,502.3444,503.411,m,0.5487,,0,62,62,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,31,SEMINAL,hard,,,,,,,,503.4118,504.4278,m,0.4817,,0,63,63,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,29,REMORSE,hard,,,,,,,,504.4288,505.6111,m,0.6457,,0,64,64,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,39,EPITOME,hard,,,,,,,,505.6124,506.5612,m,0.4121,,0,65,65,38,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,70,SWITCH,easy,,,,,,,,506.5623,507.5277,m,0.4315,,0,66,66,69,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,5,PARTNER,easy,,,,,,,,507.5288,508.5944,m,0.5311,,0,67,67,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,37,AVARICE,hard,,,,,,,,508.5953,509.761,m,0.631,,0,68,68,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,45,PROFUSE,hard,,,,,,,,509.762,510.8435,m,0.5464,,0,69,69,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,47,PRUDENT,hard,,,,,,,,510.8445,511.9277,m,0.5464,,0,70,70,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,51,ASSUME,easy,,,,,,,,511.9289,512.8945,m,0.4313,,0,71,71,50,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,84,INANE,hard,,,,,,,,512.8955,513.9778,m,0.5474,,0,72,72,83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,3,ADDRESS,easy,,,,,,,,513.9788,514.9779,m,0.4604,,0,73,73,2,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,81,ESCHEW,hard,,,,,,,,514.9788,516.0778,m,0.5637,,0,74,74,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,38,COERCE,hard,,,,,,,,516.0789,517.1778,m,0.567,,0,75,75,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,58,LISTEN,easy,,,,,,,,517.1788,517.8611,m,0.1518,,0,76,76,57,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,35,BANAL,hard,,,,,,,,517.8622,519.1612,m,0.7639,,0,77,77,34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,49,DEPTH,easy,,,,,,,,519.1622,520.7446,m,1.05,,0,78,78,48,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,7,SLIGHT,easy,,,,,,,,520.7456,521.8445,m,0.5636,,0,79,79,6,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,68,MOTION,easy,,,,,,,,521.8455,522.7942,m,0.4159,,0,80,80,67,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,50,CLOSER,easy,,,,,,,,522.7951,523.7778,m,0.446,,0,81,81,49,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,73,AFFABLE,hard,,,,,,,,523.7788,524.6945,m,0.3826,,0,82,82,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,30,REPLETE,hard,,,,,,,,524.6954,525.6269,m,0.3941,,0,83,83,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,43,PACIFY,hard,,,,,,,,525.6279,526.6111,m,0.464,,0,84,84,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,2,SOFTLY,easy,,,,,,,,526.6122,527.8778,m,0.7312,,0,85,85,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,80,ENMITY,hard,,,,,,,,527.8788,529.2269,m,0.8143,,0,86,86,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,17,SUDDEN,easy,,,,,,,,529.2279,530.1437,m,0.3899,,0,87,87,16,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,63,LEGAL,easy,,,,,,,,530.1444,531.0612,m,0.3963,,0,88,88,62,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,56,FARTHER,easy,,,,,,,,531.0621,531.9944,m,0.3968,,0,89,89,55,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,4,RIDING,easy,,,,,,,,531.9954,532.8603,m,0.3307,,0,90,90,3,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,88,MYOPIC,hard,,,,,,,,532.8612,533.9613,m,0.5858,,0,91,91,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,61,CUTTING,easy,,,,,,,,533.9626,534.8947,m,0.398,,0,92,92,60,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,46,PROSAIC,hard,,,,,,,,534.8959,536.0111,m,0.5795,,0,93,93,45,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,44,PARAGON,hard,,,,,,,,536.0121,536.9945,m,0.4471,,0,94,94,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,87,LEVITY,hard,,,,,,,,536.9955,537.9769,m,0.4468,,0,95,95,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.9774,553.7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.7916,555.9448,n,2.1295,,0,0,0,18,1,19,Nora Ephron,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.9461,556.5438,n,0.5743,,0,1,1,17,1,18,Joyce Carol Oates,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.5448,557.261,n,0.7079,,0,2,2,25,1,26,Ralph Ellison,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,053276,001,2026-04-03_11h04.21.768,DFv2,2026.1.1,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.2617,557.7611,n,0.4941,,0,3,3,13,1,14,William Faulkner,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
